0,1,2,3,4,5,6,7,8,9,10
root vegetables,root vegetables,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
whole milk,soft cheese,,,,,,,,,
chicken,other vegetables,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
dessert,other vegetables,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
soda,hard cheese,,,,,,,,,
whole milk,bottled water,chicken,citrus fruit,canned vegetables,,,,,,
soda,frankfurter,cream cheese,butter,,,,,,,
other vegetables,white bread,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
soda,root vegetables,,,,,,,,,
citrus fruit,tropical fruit,UHT-milk,cat food,chocolate,root vegetables,rolls/buns,sweet spreads,,,
frozen meals,cake bar,,,,,,,,,
whole milk,liver loaf,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
frozen potato products,root vegetables,,,,,,,,,
brown bread,onions,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
beverages,bottled water,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,candy,,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
butter,rolls/buns,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
soda,pastry,,,,,,,,,
dessert,beverages,frozen meals,red/blush wine,,,,,,,
misc. beverages,oil,,,,,,,,,
bottled beer,sugar,bottled water,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
meat,domestic eggs,,,,,,,,,
other vegetables,canned beer,newspapers,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
cereals,rolls/buns,,,,,,,,,
liquor,rolls/buns,frozen meals,,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
tropical fruit,yogurt,,,,,,,,,
root vegetables,liquor,sliced cheese,,,,,,,,
seasonal products,butter,ice cream,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
butter,butter milk,,,,,,,,,
finished products,yogurt,,,,,,,,,
whole milk,onions,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
sausage,sausage,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
curd,coffee,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
canned beer,bottled water,,,,,,,,,
flour,brown bread,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
ham,white wine,shopping bags,,,,,,,,
canned beer,napkins,,,,,,,,,
pork,long life bakery product,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
pork,rolls/buns,,,,,,,,,
chicken,pip fruit,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
soda,other vegetables,,,,,,,,,
cream cheese,newspapers,,,,,,,,,
pip fruit,cat food,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
bottled beer,specialty cheese,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
newspapers,sausage,,,,,,,,,
canned beer,napkins,rolls/buns,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
pasta,canned beer,,,,,,,,,
cream cheese,butter milk,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
newspapers,spread cheese,,,,,,,,,
root vegetables,rolls/buns,salty snack,,,,,,,,
root vegetables,sugar,,,,,,,,,
curd,canned beer,,,,,,,,,
brown bread,sparkling wine,,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
whole milk,soda,bottled water,pastry,,,,,,,
curd,softener,,,,,,,,,
pastry,soda,,,,,,,,,
pork,whole milk,napkins,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,beef,,,,,,,,,
frankfurter,bottled beer,domestic eggs,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
citrus fruit,curd,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
cooking chocolate,red/blush wine,cleaner,,,,,,,,
pet care,chocolate,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
pip fruit,liver loaf,root vegetables,rolls/buns,mayonnaise,curd,root vegetables,hard cheese,chocolate,,
yogurt,yogurt,,,,,,,,,
white bread,chocolate marshmallow,,,,,,,,,
pork,liquor,,,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
whole milk,waffles,waffles,,,,,,,,
soda,flour,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
chicken,rolls/buns,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
chicken,frozen meals,napkins,,,,,,,,
whole milk,other vegetables,rolls/buns,Instant food products,,,,,,,
sausage,canned beer,whipped/sour cream,,,,,,,,
beef,yogurt,,,,,,,,,
root vegetables,white wine,bottled water,red/blush wine,,,,,,,
rolls/buns,coffee,,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,soda,frozen meals,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
decalcifier,root vegetables,,,,,,,,,
long life bakery product,whipped/sour cream,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
sauces,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
chewing gum,curd,yogurt,,,,,,,,
turkey,whole milk,,,,,,,,,
tropical fruit,bottled water,semi-finished bread,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
liquor,red/blush wine,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
hamburger meat,curd,,,,,,,,,
citrus fruit,berries,,,,,,,,,
hard cheese,soda,,,,,,,,,
softener,margarine,hygiene articles,,,,,,,,
UHT-milk,ice cream,specialty bar,,,,,,,,
cream cheese,frozen vegetables,sugar,coffee,,,,,,,
ice cream,rolls/buns,,,,,,,,,
meat,whole milk,,,,,,,,,
newspapers,napkins,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
nut snack,canned beer,,,,,,,,,
yogurt,whole milk,,,,,,,,,
soda,onions,pastry,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
onions,butter,,,,,,,,,
soda,butter milk,whipped/sour cream,,,,,,,,
butter milk,dessert,processed cheese,,,,,,,,
bottled water,bottled beer,,,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
pastry,chewing gum,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
misc. beverages,yogurt,misc. beverages,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
root vegetables,bottled beer,fruit/vegetable juice,,,,,,,,
root vegetables,mustard,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
bottled beer,butter,,,,,,,,,
domestic eggs,canned beer,shopping bags,,,,,,,,
beef,whole milk,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,detergent,,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
meat,liquor,male cosmetics,fruit/vegetable juice,,,,,,,
meat,whole milk,,,,,,,,,
dessert,other vegetables,,,,,,,,,
whole milk,rolls/buns,waffles,,,,,,,,
whole milk,white bread,,,,,,,,,
cream cheese,pickled vegetables,,,,,,,,,
napkins,bottled water,,,,,,,,,
root vegetables,rolls/buns,whole milk,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
rolls/buns,canned vegetables,cat food,,,,,,,,
curd,frozen fish,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
curd,cream cheese,nut snack,chocolate marshmallow,yogurt,female sanitary products,,,,,
pork,other vegetables,yogurt,white bread,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
soda,whole milk,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
ham,napkins,rice,,,,,,,,
beef,meat,,,,,,,,,
newspapers,other vegetables,yogurt,,,,,,,,
cat food,newspapers,,,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
sausage,whole milk,semi-finished bread,yogurt,,,,,,,
candy,domestic eggs,,,,,,,,,
other vegetables,butter,,,,,,,,,
beef,rolls/buns,,,,,,,,,
pork,soda,,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
rolls/buns,bottled beer,white bread,,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
cream cheese,candy,,,,,,,,,
coffee,sausage,shopping bags,specialty bar,red/blush wine,,,,,,
soda,tropical fruit,,,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
chicken,pip fruit,,,,,,,,,
whole milk,soda,soda,,,,,,,,
instant coffee,yogurt,other vegetables,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
pork,condensed milk,,,,,,,,,
dessert,butter,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
ham,rolls/buns,,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
whole milk,butter,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
brown bread,newspapers,,,,,,,,,
pip fruit,white wine,,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
chocolate,herbs,chocolate,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
root vegetables,soda,,,,,,,,,
soda,flour,,,,,,,,,
candles,whole milk,,,,,,,,,
pasta,sausage,rolls/buns,root vegetables,flower (seeds),,,,,,
curd,specialty chocolate,flour,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
bottled water,other vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
bottled water,butter milk,,,,,,,,,
pork,napkins,,,,,,,,,
pork,whole milk,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
flower soil/fertilizer,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
sausage,tropical fruit,curd,,,,,,,,
sausage,pip fruit,dish cleaner,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
chocolate,butter,,,,,,,,,
chicken,root vegetables,,,,,,,,,
canned beer,nuts/prunes,,,,,,,,,
whole milk,whole milk,ham,pip fruit,hard cheese,frozen fish,shopping bags,pot plants,,,
dessert,curd,,,,,,,,,
sausage,white bread,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
frankfurter,canned beer,pastry,yogurt,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
pastry,whole milk,other vegetables,rolls/buns,,,,,,,
sausage,fruit/vegetable juice,whole milk,curd,,,,,,,
whole milk,oil,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
beef,meat,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,coffee,,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
red/blush wine,other vegetables,rolls/buns,,,,,,,,
pip fruit,pastry,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
whole milk,white bread,,,,,,,,,
cat food,whipped/sour cream,,,,,,,,,
other vegetables,pastry,shopping bags,,,,,,,,
tropical fruit,flower (seeds),,,,,,,,,
hygiene articles,canned fish,,,,,,,,,
packaged fruit/vegetables,shopping bags,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
root vegetables,turkey,bottled water,,,,,,,,
berries,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
frankfurter,margarine,whole milk,soda,margarine,brown bread,margarine,frozen vegetables,,,
sausage,soda,cooking chocolate,roll products,,,,,,,
yogurt,soda,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
herbs,vinegar,shopping bags,,,,,,,,
grapes,other vegetables,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
chewing gum,cake bar,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
ham,soda,specialty chocolate,,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
pork,pastry,,,,,,,,,
ice cream,bottled water,,,,,,,,,
other vegetables,pip fruit,domestic eggs,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
pip fruit,cake bar,,,,,,,,,
frankfurter,coffee,,,,,,,,,
bottled beer,other vegetables,waffles,,,,,,,,
meat,other vegetables,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
tropical fruit,UHT-milk,butter milk,,,,,,,,
frozen meals,bottled beer,root vegetables,potato products,,,,,,,
bottled water,mustard,,,,,,,,,
bottled water,berries,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
whole milk,newspapers,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
pork,whipped/sour cream,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
sausage,yogurt,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
pork,sliced cheese,,,,,,,,,
cream cheese,specialty chocolate,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
sausage,bottled beer,,,,,,,,,
sausage,curd,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
sausage,cat food,,,,,,,,,
beef,UHT-milk,misc. beverages,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,meat,,,,,,,,,
butter milk,newspapers,,,,,,,,,
ham,brown bread,,,,,,,,,
curd,soda,,,,,,,,,
chicken,chicken,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
dishes,yogurt,,,,,,,,,
whole milk,chocolate,,,,,,,,,
chicken,whole milk,white bread,newspapers,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
sausage,onions,mustard,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
whole milk,margarine,canned vegetables,,,,,,,,
yogurt,soda,,,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
dessert,whole milk,,,,,,,,,
white wine,photo/film,whipped/sour cream,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
newspapers,margarine,bottled beer,coffee,,,,,,,
detergent,rolls/buns,,,,,,,,,
dessert,whole milk,,,,,,,,,
pork,whole milk,popcorn,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
chicken,coffee,newspapers,,,,,,,,
curd,pastry,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
tropical fruit,cream cheese,cream cheese,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
turkey,herbs,white bread,,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
frankfurter,butter,,,,,,,,,
margarine,bottled water,,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
bottled beer,berries,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
frankfurter,salty snack,dental care,,,,,,,,
UHT-milk,pastry,bottled water,,,,,,,,
cream cheese,pastry,,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
root vegetables,margarine,,,,,,,,,
pork,whole milk,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
canned beer,soda,,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
hamburger meat,soda,cling film/bags,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
canned beer,yogurt,soda,,,,,,,,
tropical fruit,dessert,,,,,,,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
sausage,misc. beverages,,,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
rolls/buns,sugar,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
frankfurter,soda,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
canned vegetables,pasta,,,,,,,,,
sausage,meat spreads,,,,,,,,,
whole milk,candy,,,,,,,,,
rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
hamburger meat,seasonal products,,,,,,,,,
soda,candy,,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
ham,salt,,,,,,,,,
white bread,whole milk,pastry,shopping bags,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
pastry,meat,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
yogurt,soda,yogurt,,,,,,,,
rolls/buns,grapes,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
canned beer,soda,white bread,,,,,,,,
canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry,,,,
pastry,baking powder,butter,margarine,curd,dishes,,,,,
beef,other vegetables,,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
tropical fruit,candy,,,,,,,,,
root vegetables,red/blush wine,salty snack,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
pork,berries,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
meat,citrus fruit,,,,,,,,,
beef,shopping bags,,,,,,,,,
brown bread,oil,,,,,,,,,
whole milk,candy,,,,,,,,,
whole milk,onions,,,,,,,,,
tropical fruit,hygiene articles,candles,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
bottled water,yogurt,rolls/buns,newspapers,frozen dessert,rolls/buns,,,,,
bottled water,UHT-milk,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
potato products,waffles,newspapers,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
sausage,specialty fat,,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
meat,canned beer,yogurt,,,,,,,,
canned beer,coffee,,,,,,,,,
pork,domestic eggs,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
fruit/vegetable juice,ketchup,,,,,,,,,
onions,cat food,,,,,,,,,
chicken,canned beer,,,,,,,,,
soda,specialty cheese,candy,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
specialty bar,roll products,Instant food products,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
beef,butter,,,,,,,,,
other vegetables,yogurt,whole milk,spread cheese,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
frankfurter,citrus fruit,margarine,,,,,,,,
dessert,meat,,,,,,,,,
meat,soda,,,,,,,,,
waffles,whole milk,,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
frankfurter,brown bread,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,soda,roll products,,,,,,,,
rolls/buns,cream cheese,yogurt,,,,,,,,
specialty bar,soda,,,,,,,,,
sausage,newspapers,,,,,,,,,
canned beer,sliced cheese,long life bakery product,pasta,,,,,,,
bottled water,sugar,,,,,,,,,
soda,butter,other vegetables,margarine,,,,,,,
sausage,pork,,,,,,,,,
canned beer,ice cream,,,,,,,,,
chicken,salty snack,,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
pork,beverages,dishes,,,,,,,,
pot plants,pip fruit,,,,,,,,,
root vegetables,domestic eggs,cake bar,napkins,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
canned vegetables,fish,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
root vegetables,napkins,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
meat,pasta,,,,,,,,,
rolls/buns,grapes,shopping bags,,,,,,,,
photo/film,domestic eggs,cocoa drinks,,,,,,,,
roll products,seasonal products,,,,,,,,,
margarine,yogurt,,,,,,,,,
citrus fruit,beef,,,,,,,,,
meat,whole milk,,,,,,,,,
rolls/buns,seasonal products,margarine,,,,,,,,
margarine,cream cheese,misc. beverages,,,,,,,,
female sanitary products,domestic eggs,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
sparkling wine,waffles,,,,,,,,,
root vegetables,domestic eggs,chocolate,,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
beef,brown bread,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
ice cream,pip fruit,,,,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
dessert,packaged fruit/vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
flour,yogurt,,,,,,,,,
ham,grapes,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
pip fruit,other vegetables,flour,,,,,,,,
ice cream,curd,,,,,,,,,
beef,finished products,,,,,,,,,
newspapers,newspapers,,,,,,,,,
beef,berries,root vegetables,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
beef,specialty fat,newspapers,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
dessert,pastry,hard cheese,candles,,,,,,,
chocolate,margarine,bottled water,soda,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
citrus fruit,soap,,,,,,,,,
whipped/sour cream,butter milk,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
canned beer,tropical fruit,pet care,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
instant coffee,candles,,,,,,,,,
yogurt,whole milk,,,,,,,,,
butter,bottled water,bottled water,,,,,,,,
bottled water,bottled water,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
chicken,canned beer,,,,,,,,,
frankfurter,napkins,,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
whole milk,sausage,root vegetables,long life bakery product,frozen vegetables,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
sausage,pastry,ice cream,,,,,,,,
pickled vegetables,UHT-milk,long life bakery product,,,,,,,,
yogurt,chicken,soda,,,,,,,,
bottled water,root vegetables,bottled beer,pastry,,,,,,,
